標題,評論內容,評論時間
[公告] 我接受來信舉報洗圖仔,:,https://i.imgur.com/c5i1kbz.jpg
[公告] 我接受來信舉報洗圖仔,:,https://i.imgur.com/6BRtMrK.jpg
[公告] 我接受來信舉報洗圖仔,: 綠粉：柯粉又要抓異己了,59.102.152.12 08/13 13:54
[公告] 我接受來信舉報洗圖仔,: 你不喜歡分身哦,171.14.63.78 08/13 13:55
[公告] 我接受來信舉報洗圖仔,: 你不是說要創綠粉分身，現在又討厭了？,180.217.150.82 08/13 13:56
[公告] 我接受來信舉報洗圖仔,:,http://i.imgur.com/WjkPl9g.jpg
[公告] 我接受來信舉報洗圖仔,: 水桶開分身吧,125.229.126.47 08/13 13:57
[公告] 我接受來信舉報洗圖仔,: 平常開分身 板主是能怎樣,125.229.126.47 08/13 13:57
[公告] 我接受來信舉報洗圖仔,: 平常開分身可以一天洗十篇啊！,180.217.150.82 08/13 13:58
[公告] 我接受來信舉報洗圖仔,: 這樣是在針對深綠大將吧,61.224.81.127 08/13 13:58
[公告] 我接受來信舉報洗圖仔,: 哥布林急了的樣子很適合,180.217.233.222 08/13 13:59
[公告] 我接受來信舉報洗圖仔,: 柯布林滿愛洗的,36.229.29.8 08/13 13:59
[公告] 我接受來信舉報洗圖仔,: 檢舉版變成版主信箱了，真會玩,104.28.156.245 08/13 14:00
[公告] 我接受來信舉報洗圖仔,: 會開分身洗的都是哪邊的 很明顯呀,125.229.126.47 08/13 14:01
[公告] 我接受來信舉報洗圖仔,: 版主雖然立場很明顯，但是對於桶違規仔這件,114.42.79.243 08/13 14:01
[公告] 我接受來信舉報洗圖仔,: 事情還算公平，即便顏色跟他一樣違規照樣桶,114.42.79.243 08/13 14:02
[公告] 我接受來信舉報洗圖仔,: 政黑版四叉貓,27.242.98.250 08/13 14:03
[公告] 我接受來信舉報洗圖仔,: 又要追殺我們柯粉喔？,223.137.101.54 08/13 14:04
[公告] 我接受來信舉報洗圖仔,:,https://i.imgur.com/SSTxhKz.jpg
[公告] 我接受來信舉報洗圖仔,: 為啥綠粉這麼愛洗圖,112.78.66.36 08/13 14:05
[公告] 我接受來信舉報洗圖仔,: 要檢舉的幹嘛不用檢舉板？,180.217.150.82 08/13 14:08
[公告] 我接受來信舉報洗圖仔,: 那其他種類違規也可站內嗎？,180.217.150.82 08/13 14:09
[公告] 我接受來信舉報洗圖仔,:,https://i.imgur.com/2x9bKx9.gif
[公告] 我接受來信舉報洗圖仔,:,https://i.imgur.com/ivJL6Nm.jpg
[公告] 我接受來信舉報洗圖仔,: 要洗圖也要洗好笑的呀!,125.229.221.151 08/13 14:29
[公告] 我接受來信舉報洗圖仔,: 像大餅跳舞系列就不錯。。。,125.229.221.151 08/13 14:29
[公告] 我接受來信舉報洗圖仔,:,https://i.imgur.com/LGr3A1R.jpg
[公告] 我接受來信舉報洗圖仔,: 洗圖浪費所有人網路流量 版主英明,133.106.208.196 08/13 14:38
[公告] 我接受來信舉報洗圖仔,:,https://i.imgur.com/U8oh3c6.jpg
[公告] 我接受來信舉報洗圖仔,:,https://i.imgur.com/7ATZZOT.png
[公告] 我接受來信舉報洗圖仔,: 肥宅柯粉就是這樣才被人討厭,101.136.147.139 08/13 18:22
[公告] 我接受來信舉報洗圖仔,:,https://i.imgur.com/dF0IEoJ.png
[公告] 我接受來信舉報洗圖仔,: 我跟你們說啦 檢舉洗圖多麻煩知道嗎,223.141.118.48 08/13 18:24
[公告] 我接受來信舉報洗圖仔,: 板主自己願意跳出來做這些真的很瞭不起,223.141.118.48 08/13 18:25
[公告] 我接受來信舉報洗圖仔,: 母湯,111.71.35.1 08/13 21:06
[公告] 我接受來信舉報洗圖仔,: 版主一致都同意嗎?,136.226.241.31 08/13 23:25
[公告] 我接受來信舉報洗圖仔,: 手機自動開圖整天洗圖真的很煩,61.223.242.91 08/14 06:56
[公告] 我接受來信舉報洗圖仔,:,https://i.imgur.com/XTqGAUQ.jpg
[公告] 我接受來信舉報洗圖仔,: 進桶 快補字!!!!!!!!!!!!!!!!!!!!!!!!!,111.248.98.51 08/14 10:06
[公告] 我接受來信舉報洗圖仔,: 那有接受舉報綠共滅台親共惡行？,101.137.122.197 08/15 14:58
[公告] 我接受來信舉報洗圖仔,:,https://imgur.com/K4Af5VO.jpg
[公告] palindromes 2-5 14天,: 沒講好？？ 嘻嘻,111.82.218.209 08/14 07:52
[公告] akiranon 2-2 21天,: 柯粉-1,49.216.173.236 08/13 18:51
[公告] 跟著我左手右手一個慢動作 GYGY5566 2-2,: 這麼晚還加班 要給你錢錢了,36.234.226.120 08/08 00:09
[公告] andy199113 14天 綠粉會去看韓國猛男嘛?,: 你跟R3說好今晚一起爆肝加班?,36.234.226.120 08/08 00:34
[公告] andy199113 14天 綠粉會去看韓國猛男嘛?,: 郭粉-1,111.248.84.54 08/08 00:34
[公告] andy199113 14天 綠粉會去看韓國猛男嘛?,: 這位也是資深蛆蛆了 想不到也被板主抄家,114.32.22.163 08/08 00:57
[公告] andy199113 14天 綠粉會去看韓國猛男嘛?,: 了 幫QQ,114.32.22.163 08/08 00:57
[公告] andy199113 14天 綠粉會去看韓國猛男嘛?,: 柯糞群組開始進攻囉,114.136.206.57 08/08 10:17
[公告] chirex 21天 綠側翼問為何板主只桶柯黑,: 殺人豬心 還有誰不服 站出來,223.137.158.193 08/08 00:38
[公告] chirex 21天 綠側翼問為何板主只桶柯黑,: 過分!,150.116.130.119 08/08 00:41
[公告] chirex 21天 綠側翼問為何板主只桶柯黑,: 等等去八卦版公審 說政黑打壓柯粉,49.215.46.88 08/08 00:42
[公告] chirex 21天 綠側翼問為何板主只桶柯黑,: 支八板整天臭政黑4綠圾板煮 政黑整天臭,223.137.158.193 08/08 00:44
[公告] chirex 21天 綠側翼問為何板主只桶柯黑,: 政黑4白圾板煮 4誰讓藍圾在竊笑,223.137.158.193 08/08 00:44
[公告] chirex 21天 綠側翼問為何板主只桶柯黑,: 慟 柯韓粉再度損失一名大將,114.32.22.163 08/08 00:46
[公告] chirex 21天 綠側翼問為何板主只桶柯黑,: 這麼爆肝加班 只好發錢錢獎勵了,36.234.226.120 08/08 00:52
[公告] chirex 21天 綠側翼問為何板主只桶柯黑,: 怎麼又一個政黑常客進去了,36.226.181.85 08/08 01:00
[公告] chirex 21天 綠側翼問為何板主只桶柯黑,: 現在流行入監進修 不夠大咖進不去,36.234.226.120 08/08 01:10
[公告] chirex 21天 綠側翼問為何板主只桶柯黑,: 哈哈哈哈，UCCU,49.217.64.146 08/08 06:22
[公告] chirex 21天 綠側翼問為何板主只桶柯黑,: wingman快噴光了,1.163.112.9 08/08 07:21
[公告] a32337441 7天 我喜歡學生服ㄉ,:,https://i.imgur.com/3444m0Y.jpg
[公告] 不知好歹 活不到現在 gn01652292 2-2,: 錢錢,203.204.39.176 08/08 01:01
[公告] 不知好歹 活不到現在 gn01652292 2-2,: 樓上 現在要會唱歌才有錢,114.39.193.83 08/08 01:01
[公告] 不知好歹 活不到現在 gn01652292 2-2,: 某瑜連唱歌都沒錢,114.39.193.83 08/08 01:02
[公告] 不知好歹 活不到現在 gn01652292 2-2,: 抗議！板主應該要普發p幣,114.32.22.163 08/08 01:04
[公告] 不知好歹 活不到現在 gn01652292 2-2,: 噗 版主爆肝加班 應該是要領加班費才對,36.234.226.120 08/08 01:07
[公告] 不知好歹 活不到現在 gn01652292 2-2,: 普發p幣+1,39.10.39.30 08/08 01:07
[公告] 不知好歹 活不到現在 gn01652292 2-2,: 7天之後還是很大尾,39.12.81.191 08/08 03:13
Re: [公告] §政黑名人錄§目前提名狀況,: 請支持3號 拜託拜託,61.224.97.198 08/08 02:42
Re: [公告] §政黑名人錄§目前提名狀況,: 兩天沒上政黑,現在才知道有這個活動.....
Re: [公告] §政黑名人錄§目前提名狀況,: 發一萬多p 結果還是小活動 慟,123.241.61.123 08/08 02:55
Re: [公告] §政黑名人錄§目前提名狀況,: 強烈支持張董 XDDDDDDDDDD,218.173.18.104 08/08 03:42
[公告]你不知道 我幾天都睡不著 peter080808 2-2,: 308掰掰,36.232.1.118 08/08 21:29
[公告]你不知道 我幾天都睡不著 peter080808 2-2,: 痛失白色義勇軍,111.248.124.42 08/08 21:29
[公告]你不知道 我幾天都睡不著 peter080808 2-2,: 他484因為今天的柯糞真相圖崩潰了,36.232.1.118 08/08 21:30
[公告]你不知道 我幾天都睡不著 peter080808 2-2,: 別再殺白圾汪軍了牠悶最近狠憂鬱 又跑去,223.136.124.208 08/08 21:40
[公告]你不知道 我幾天都睡不著 peter080808 2-2,: 支八板檢舉窩 七七七,223.136.124.208 08/08 21:40
[公告]你不知道 我幾天都睡不著 peter080808 2-2,: 給白圾1個舒壓的空間八,223.136.124.208 08/08 21:41
[公告]你不知道 我幾天都睡不著 peter080808 2-2,: QQ,36.231.86.16 08/08 22:01
[公告]你不知道 我幾天都睡不著 peter080808 2-2,: 才一個月，還好啦,223.138.163.223 08/08 22:19
[公告] 明明是青蛙卻又裝成王子 j0588 2-2,: $$$$,122.118.119.150 08/08 21:34
[公告] JUMBO MAMBO 胡搞瞎搞亂搞 abscented 2-1,: 今天怎麼漲價了,114.39.193.83 08/09 00:51
[公告] JUMBO MAMBO 胡搞瞎搞亂搞 abscented 2-1,: 又一殞落,36.232.1.118 08/09 01:14
[公告] JUMBO MAMBO 胡搞瞎搞亂搞 abscented 2-1,: 可惡，發錢ㄇㄟˊ ㄍㄣ ㄉㄠˋ ㄉ,223.138.163.223 08/09 01:16
[公告] JUMBO MAMBO 胡搞瞎搞亂搞 abscented 2-1,: 還有手動置底那條,73.32.128.181 08/09 01:44
[公告] 提名活動 名單,: 好的,114.136.182.75 08/09 13:51
[公告] 提名活動 名單,: 幾點開趴體,1.164.35.147 08/10 15:51
[公告]陽光它輕輕灑在夢想的窗外 sx4rockman 2-2,: 殺自己人都那麼狠  怕,114.136.230.196 08/09 21:32
[公告] swatseal/sunkisst 2-5D 14天,: 柯黑-1,114.44.51.100 08/10 16:17
[公告] swatseal/sunkisst 2-5D 14天,: 柯黑分身多 穩的,1.164.35.147 08/10 16:33
[公告] redbeansyrup/Ferrara 2-5E 28天,: ...一堆分身是怎樣,1.164.35.147 08/10 16:34
[公告] Reichenau 2-2 7天,: 芯黑業力引爆惹 爽,61.64.5.37 08/10 22:24
[公告] 2023年§政黑名人錄§投票即日起開始,: ◆ 目前並沒有任何投票舉行。,111.82.162.72 08/11 08:38
[公告] 2023年§政黑名人錄§投票即日起開始,: 不要唬爛了好嗎 = =,111.82.162.72 08/11 08:39
[公告] 2023年§政黑名人錄§投票即日起開始,: 是開了沒 標題跟內文不一樣啊 XD,111.82.162.72 08/11 08:41
[公告] 2023年§政黑名人錄§投票即日起開始,: 這什麼北七投票,61.227.103.237 08/11 08:42
[公告] 2023年§政黑名人錄§投票即日起開始,: 沒一個我認識的阿,61.227.103.237 08/11 08:42
[公告] 2023年§政黑名人錄§投票即日起開始,: 請投2號一票 我先來卡位拉票 哈哈,111.82.162.72 08/11 08:43
[公告] 2023年§政黑名人錄§投票即日起開始,: 推,27.242.98.228 08/11 08:44
[公告] 2023年§政黑名人錄§投票即日起開始,: DONE 投完了 2號三票,111.82.162.72 08/11 08:46
[公告] 2023年§政黑名人錄§投票即日起開始,: 看到機器人驗證直接拒投=.=,111.254.234.11 08/11 08:57
[公告] 2023年§政黑名人錄§投票即日起開始,: 這時代可悲的就是我是不是人類居然要驗證?!,111.254.234.11 08/11 08:58
[公告] 2023年§政黑名人錄§投票即日起開始,: 況且這不過就是投好玩的有甚麼好驗證啦XDDD,111.254.234.11 08/11 08:58
[公告] 2023年§政黑名人錄§投票即日起開始,: 被灌票會怎樣嗎XDDDDDDDDDD,111.254.234.11 08/11 08:58
[公告] 2023年§政黑名人錄§投票即日起開始,: 記名投票又要驗證碼，投票率會不會變成,101.137.155.232 08/11 09:35
[公告] 2023年§政黑名人錄§投票即日起開始,: 0啊？,101.137.155.232 08/11 09:35
[公告] 2023年§政黑名人錄§投票即日起開始,: 3樓一個月不來，不知道是換人了還是忘乾净,171.14.61.170 08/11 10:02
[公告] 2023年§政黑名人錄§投票即日起開始,: 了。宙斯都不認識了？XD,171.14.61.170 08/11 10:02
[公告] 2023年§政黑名人錄§投票即日起開始,: 米國教主九蛋人不認識 還學人玩什麼,125.229.126.47 08/11 18:02
[公告] 2023年§政黑名人錄§投票即日起開始,: PTT？,125.229.126.47 08/11 18:03
[公告] 2023年§政黑名人錄§投票即日起開始,: 還沒開獎阿,61.224.90.103 08/18 02:47
[公告] 2023年§政黑名人錄§投票即日起開始,: 幫12號拉票，政黑冥燈不能被遺忘,101.10.9.186 08/22 13:05
[公告] 2023年§政黑名人錄§投票即日起開始,: 為什麼我在上面？,49.217.238.50 08/24 13:26
[公告] 2023年§政黑名人錄§投票即日起開始,: 你會在意一個路人甲老爸是誰嗎?,125.227.9.148 08/24 15:06
[公告] 2023年§政黑名人錄§投票即日起開始,: 他,!但
[公告] 2023年§政黑名人錄§投票即日起開始,: 活動結束沒,125.229.126.47 08/28 14:12
[公告]寂寞的黑夜 需要有星光點綴joe255118 2-9,: 阿福讚,223.139.77.124 08/11 09:41
[公告]寂寞的黑夜 需要有星光點綴joe255118 2-9,: 還好選前回得來,36.226.160.49 08/11 09:42
[公告] xxxxqay ptttpt dispptt 1-6 14天,: 摳連,1.164.24.217 08/03 01:33
[公告] xxxxqay ptttpt dispptt 1-6 14天,: 綠圾迫害,223.137.13.250 08/03 01:37
[公告] unipatriot 7天 太慘了老鐵,: 柯粉-1,223.139.82.120 08/03 12:46
[公告] unipatriot 7天 太慘了老鐵,: 笑死,36.229.95.45 08/03 12:47
[公告] unipatriot 7天 太慘了老鐵,: 魷魚遊戲少一人,223.139.82.120 08/03 12:47
[公告] unipatriot 7天 太慘了老鐵,: 誰能到最後就有81億,223.139.82.120 08/03 12:47
[公告] unipatriot 7天 太慘了老鐵,: 自請水桶的版主颱風天依舊風雨無阻,111.248.111.6 08/03 12:47
[公告] unipatriot 7天 太慘了老鐵,: 無情加班人 柯粉-1,111.248.111.6 08/03 12:47
[公告] unipatriot 7天 太慘了老鐵,: 7天可以游去北京,219.85.6.149 08/03 12:48
[公告] unipatriot 7天 太慘了老鐵,: 柯糞-1,49.216.173.236 08/03 12:49
[公告] unipatriot 7天 太慘了老鐵,: 老鐵沒毛病,1.164.24.217 08/03 12:53
[公告] unipatriot 7天 太慘了老鐵,: 柯粉-1,136.23.35.36 08/03 12:55
[公告] unipatriot 7天 太慘了老鐵,: 深綠老鐵-1,1.163.192.53 08/03 12:55
[公告] unipatriot 7天 太慘了老鐵,: \板主迫害/,150.116.130.119 08/03 12:59
[公告] unipatriot 7天 太慘了老鐵,: 這粉純度很高啊,223.137.13.250 08/03 13:13
[公告] unipatriot 7天 太慘了老鐵,: 我記得他跟板主對賭過要剁手指,59.124.165.188 08/03 13:19
[公告] unipatriot 7天 太慘了老鐵,: 嘴非常x,49.215.51.90 08/03 14:35
[公告] q3810 luceaa lowi 這位朋友帳號有點多-1,: 小小版面 QQ 還用四個分身Q,114.34.143.1 08/03 14:57
[公告] q3810 luceaa lowi 這位朋友帳號有點多-1,: 又一隻哥布林回去英文靈殿了,42.74.111.4 08/03 14:57
[公告] q3810 luceaa lowi 這位朋友帳號有點多-1,: 綠共-1,59.124.165.188 08/03 14:57
[公告] q3810 luceaa lowi 這位朋友帳號有點多-1,: 綠-4 可憐,114.136.85.64 08/03 14:58
[公告] q3810 luceaa lowi 這位朋友帳號有點多-1,: 塔綠班wingman 掰,36.230.15.224 08/03 14:59
[公告] q3810 luceaa lowi 這位朋友帳號有點多-1,: 英文殿XD,36.236.40.137 08/03 15:02
[公告] q3810 luceaa lowi 這位朋友帳號有點多-1,: 説有柯網軍，抓到的几乎都是哥布林,171.14.61.84 08/03 15:05
[公告] q3810 luceaa lowi 這位朋友帳號有點多-1,: 可憐啊,133.237.7.72 08/03 15:08
[公告] q3810 luceaa lowi 這位朋友帳號有點多-1,: 又是一個綠粉,111.83.47.235 08/03 15:09
[公告] q3810 luceaa lowi 這位朋友帳號有點多-1,: KPI到了嗎,1.164.24.217 08/03 15:19
[公告] q3810 luceaa lowi 這位朋友帳號有點多-1,: 綠粉-1,223.140.235.215 08/03 15:39
[公告] q3810 luceaa lowi 這位朋友帳號有點多-1,: 現在多重帳號就這樣而已喔,94.134.182.83 08/03 15:56
[公告] q3810 luceaa lowi 這位朋友帳號有點多-1,: 會影分身也要告訴你嗎,42.75.104.88 08/03 16:33
[公告] q3810 luceaa lowi 這位朋友帳號有點多-1,: 笑死 八卦仔也抓一下,101.136.219.15 08/03 17:16
[公告] q3810 luceaa lowi 這位朋友帳號有點多-1,: 可憐哪 死哥布林,42.73.252.146 08/03 18:04
[公告] q3810 Wilmkcheer LintongBis 有點多-2,: 人設是真的嗎？？？？？,1.164.24.217 08/03 15:01
[公告] tfct 28天 老鐵, 颱風來你先放假,: 笑死，放完到秋天了
[公告] tfct 28天 老鐵, 颱風來你先放假,: 搶三小
[公告] tfct 28天 老鐵, 颱風來你先放假,: 舔黨仔-1
[公告] ayasesayuki 2-2 7天 你也先准假,: 差幾個字幫QQ,114.34.143.1 08/03 19:50
[公告] ayasesayuki 2-2 7天 你也先准假,: 怎麼這麼急啊，湊個字數又沒有很難…,182.233.153.53 08/03 20:05
[公告] ayasesayuki 2-2 7天 你也先准假,: …,182.233.153.53 08/03 20:05
[新聞] 台電外包工程車墜50公尺深谷！4人搶救不,: 不知道，台電說沒派工,114.137.176.58 08/04 10:44
[新聞] 台電外包工程車墜50公尺深谷！4人搶救不,: 台灣習慣違法，承包商又違法了,223.137.136.32 08/04 10:44
[新聞] 台電外包工程車墜50公尺深谷！4人搶救不,: 台電說颱風天不派公，外包的老闆自己開,223.140.227.128 08/04 12:15
[新聞] 台電外包工程車墜50公尺深谷！4人搶救不,: 車的,223.140.227.128 08/04 12:15
[公告] jeter17 7天 綠側翼公審板主, 我心生畏懼,: 塔綠斑一律永桶
[公告] jeter17 7天 綠側翼公審板主, 我心生畏懼,: 不會刪文喔
[公告] jeter17 7天 綠側翼公審板主, 我心生畏懼,: 同一篇文章發三次的感覺
[公告] jeter17 7天 綠側翼公審板主, 我心生畏懼,: 不過這咖最近蠻活躍的，被停應該很麻煩
[公告] jeter17 7天 綠側翼公審板主, 我心生畏懼,: 版主也玩受虐兒戰術啊 呵呵
[公告] jeter17 7天 綠側翼公審板主, 我心生畏懼,: 什麼人就有什麼粉
[公告] jeter17 7天 綠側翼公審板主, 我心生畏懼,: 被停就換新帳號啊  停權一串粽子才會痛
[公告] jeter17 7天 綠側翼公審板主, 我心生畏懼,: 冷涼咧，這樣有進桶跟沒進桶一樣，么
[公告] jeter17 7天 綠側翼公審板主, 我心生畏懼,: 吉可以這樣玩喔XD
[公告] jeter17 7天 綠側翼公審板主, 我心生畏懼,: 臭嘴一天到晚被桶，笑死
[公告] jeter17 7天 綠側翼公審板主, 我心生畏懼,: 暖板噴人垃圾被暖兩年的咖不意外
[公告] Neymar 7天 請敗壞本板名聲ㄉ板主下台,: 要下台快下台 裝什麼受虐兒,82.174.71.100 08/04 10:47
[公告] Neymar 7天 請敗壞本板名聲ㄉ板主下台,: 柯粉板主裝受虐兒不就教主神髓，沒問,223.137.152.2 08/04 10:57
[公告] Neymar 7天 請敗壞本板名聲ㄉ板主下台,: 題的吧,223.137.152.2 08/04 10:57
[公告] q3810 FJUSister 35天 帳號有點多-3,: 塔綠班-1,59.124.165.188 08/04 11:26
[公告] q3810 FJUSister 35天 帳號有點多-3,: 明明自請進桶了，怎麼還是狂刷存在感,223.137.152.2 08/04 11:33
[公告] q3810 FJUSister 35天 帳號有點多-3,: XD，做得好，請繼續,223.137.152.2 08/04 11:33
[公告] q3810 FJUSister 35天 帳號有點多-3,: 高義死了,36.235.193.94 08/04 11:34
[公告] q3810 FJUSister 35天 帳號有點多-3,: 靠夭看錯,36.235.193.94 08/04 11:34
[公告] q3810 FJUSister 35天 帳號有點多-3,: 其實分身就算了，老把屎尿掛嘴上很怪,111.254.63.77 08/04 11:40
[公告] q3810 FJUSister 35天 帳號有點多-3,: 綠營工作室 帳號還真多捏,122.121.78.24 08/04 11:40
